1. [0, 0, 0, 0, 36, 45, 52, 93, 94, 75]
2. [0, 0, 0, 0, 28, 53, 54, 93, 93, 76]
3. [0, 0, 0, 0, 30, 48, 59, 87, 100, 79]
4. [0, 0, 0, 0, 38, 36, 70, 83, 89, 75]
5. [0, 0, 0, 0, 32, 46, 67, 76, 98, 78]
6. [0, 0, 0, 0, 41, 41, 55, 81, 100, 77]
7. [0, 0, 0, 0, 30, 54, 57, 82, 95, 75]
8. [0, 0, 0, 0, 33, 42, 62, 89, 96, 76]
9. [0, 0, 0, 0, 31, 38, 82, 71, 98, 79]
10. [0, 0, 0, 0, 26, 61, 53, 80, 100, 77]
